"zcta","median_income","total_population","total_male_population","median_age","hispanic","white","black","asian","indigenous"
"ZCTA5 01880",125707,27026,13495,43.3,721,24044,281,1099,14
"ZCTA5 01886",174424,24524,12215,42.4,717,17224,201,5553,32
"ZCTA5 01887",151034,23191,12154,42.1,419,20136,407,1197,21
"ZCTA5 01890",208531,22809,10614,42.3,586,16851,557,3600,77
"ZCTA5 01901",20699,1658,834,54.3,699,644,395,9,46
"ZCTA5 01902",59445,51931,25279,34.9,26147,13910,7800,2621,247
"ZCTA5 01904",94809,20078,10367,40.8,4981,12285,1064,1115,16
"ZCTA5 01905",74792,26986,13688,33.2,11393,8980,4277,2065,207
"ZCTA5 01906",96064,28566,14013,44.4,3015,22138,949,864,14
"ZCTA5 01907",116161,15208,7176,45.1,778,13265,462,440,57
"ZCTA5 01908",105867,3336,1519,58.1,11,3143,63,20,0
"ZCTA5 01913",91010,17279,8345,44.7,466,15252,538,171,15
"ZCTA5 01915",98474,41611,19960,39.7,2726,35247,1224,1075,96
"ZCTA5 01921",203750,8234,4217,49.8,184,7603,2,93,0
"ZCTA5 01922",197583,3827,1771,45.9,103,3578,0,32,0
"ZCTA5 01923",116636,27734,13039,44.3,1155,24629,675,667,30
"ZCTA5 01929",133026,3648,1853,45,34,3573,0,0,0
"ZCTA5 01930",84465,29830,14685,51,1232,26747,368,749,20
"ZCTA5 01937",NA,176,152,53.3,55,110,0,11,0
"ZCTA5 01938",123266,13791,6640,47.9,343,12669,137,278,0
"ZCTA5 01940",157955,13072,6210,41.2,593,10741,287,1071,0
"ZCTA5 01944",209052,5386,2786,47.8,23,5054,0,39,0
"ZCTA5 01945",163561,20373,9740,49.6,705,18886,228,204,111
"ZCTA5 01949",168245,9668,5438,44.6,552,8578,165,232,19
"ZCTA5 01950",127306,18356,8211,46.5,521,16917,103,277,0
"ZCTA5 01951",163077,2896,1341,57.5,10,2580,0,96,0
"ZCTA5 01952",97237,9182,4513,49.4,581,7887,103,287,21
"ZCTA5 01960",91032,54057,25873,46.8,6328,43329,1696,843,56
"ZCTA5 01965",241003,803,401,64.8,15,757,0,0,0
"ZCTA5 01966",95091,6973,3162,58.4,176,6582,45,15,6
"ZCTA5 01969",135396,6175,3013,48.5,1,5819,0,122,0
"ZCTA5 01970",79267,44435,20176,38,8473,30601,2614,1367,95
"ZCTA5 01982",139250,7612,3714,43.1,69,7083,54,253,0
"ZCTA5 01983",162734,6532,3272,43.4,295,5571,116,370,0
"ZCTA5 01984",181982,4933,2351,25.3,188,4417,118,128,0
"ZCTA5 01985",181125,4521,2231,50.5,185,3944,0,92,30
"ZCTA5 02019",116152,17025,8517,38.3,1218,14125,141,199,0
"ZCTA5 02021",130134,24293,11953,43.1,1066,17868,2204,2032,138
"ZCTA5 02025",178013,8330,4119,44.1,162,7729,65,50,32
"ZCTA5 02026",118877,25150,11753,43.7,1916,20437,1498,588,13
"ZCTA5 02030",250001,5886,3091,46.2,158,4514,99,770,0
"ZCTA5 02032",170174,4847,2525,37.7,384,3526,133,544,0
"ZCTA5 02035",104350,18476,9091,42.9,747,15017,782,1209,12
"ZCTA5 02038",138062,32777,15656,42,1357,28312,489,1855,10
"ZCTA5 02043",170326,24143,11683,46,550,22417,215,579,17
"ZCTA5 02045",128022,10116,4656,54.2,62,9613,8,156,0
"ZCTA5 02047",NA,218,92,43.2,0,218,0,0,0
"ZCTA5 02048",125506,23831,11456,41.3,873,20094,454,1552,53
"ZCTA5 02050",118633,25915,12801,46.3,678,24411,288,182,27
"ZCTA5 02052",215099,12844,6407,40.9,636,11068,199,536,0
"ZCTA5 02053",165614,13164,6154,39.2,493,11024,196,721,11
"ZCTA5 02054",140816,8565,3999,45.6,101,7671,156,222,0
"ZCTA5 02056",182716,11527,6507,41.1,538,9639,775,224,2
"ZCTA5 02061",179777,11281,5638,38.6,364,10190,36,410,0
"ZCTA5 02062",98653,31343,15499,39,2457,23115,2102,2088,6
"ZCTA5 02066",127255,18718,8675,48.4,205,17043,42,378,0
"ZCTA5 02067",181545,18473,8851,41.9,700,12588,548,3535,33
"ZCTA5 02071",200496,1480,759,30.9,37,1334,0,0,0
"ZCTA5 02072",98145,29051,13354,45.7,1172,18334,5208,1627,0
"ZCTA5 02081",141599,19990,9653,42.3,930,17336,503,641,67
"ZCTA5 02090",192887,16149,7770,42.7,601,12529,449,1800,0
"ZCTA5 02093",151833,12173,6365,47.3,104,11168,248,250,12
"ZCTA5 02108",170379,4218,2269,38.7,325,3521,176,107,0
"ZCTA5 02109",162179,3559,1630,35.4,77,2893,42,381,0
"ZCTA5 02110",126157,2337,1193,51.6,64,1984,129,103,0
"ZCTA5 02111",72321,8417,4212,30.7,847,3047,202,3958,27
"ZCTA5 02113",106625,6688,3153,30,543,5662,238,213,8
"ZCTA5 02114",121418,13356,7140,32.7,1314,9819,413,1158,13
"ZCTA5 02115",51454,27838,12824,22.1,3954,14711,2595,5302,28
"ZCTA5 02116",131648,22286,10115,34.4,1748,14582,1150,3442,45
"ZCTA5 02118",74155,28392,14030,37.3,5124,12752,4843,4452,229
"ZCTA5 02119",37158,26821,12689,34.7,8614,3498,13328,721,148
"ZCTA5 02120",51698,14364,7294,23.8,3421,4946,2892,2525,137
"ZCTA5 02121",42411,29820,13532,33.2,10031,2077,16227,203,27
"ZCTA5 02122",81025,24705,12456,36.6,3666,8212,7074,3756,132
"ZCTA5 02124",72189,55336,26038,36.3,10999,10026,27518,3672,113
"ZCTA5 02125",64983,31903,14889,33.6,6918,9712,9656,3508,292
"ZCTA5 02126",66689,24994,11321,36.9,4576,890,18306,289,9
"ZCTA5 02127",145357,36175,17485,32.4,3421,27851,1679,2527,32
"ZCTA5 02128",84023,45357,24026,33.7,24681,15658,1437,1844,284
"ZCTA5 02129",146815,19832,9206,35.8,1866,14303,1394,1602,2
"ZCTA5 02130",114933,41479,19595,35,8480,23967,5282,2640,219
"ZCTA5 02131",101566,31637,15264,38.5,7136,15662,7669,684,62
"ZCTA5 02132",132457,26488,12928,43.6,2454,18957,1309,2302,78
"ZCTA5 02133",NA,0,0,NA,0,0,0,0,0
"ZCTA5 02134",80027,17969,9193,27.8,1722,10513,985,4129,101
"ZCTA5 02135",87603,44480,21834,30.2,5275,27001,2461,7546,149
"ZCTA5 02136",91579,39498,18516,37.7,9173,8908,20371,803,88
"ZCTA5 02138",118320,38006,18537,29.2,3223,23704,2278,6634,99
"ZCTA5 02139",117124,39856,20481,29.8,3773,20718,5647,7561,36
"ZCTA5 02140",137792,21553,10708,34.7,1385,11856,3339,3977,10
"ZCTA5 02141",103451,14402,7172,31.4,1638,8018,1258,2796,12
"ZCTA5 02142",150294,4474,2379,30.9,283,1930,288,1801,22
"ZCTA5 02143",118440,25329,12373,32.8,1784,18309,862,2590,46
"ZCTA5 02144",133627,25022,12339,31.4,1823,18851,835,2390,72
"ZCTA5 02145",113469,27692,14235,33.5,4967,16811,1404,2860,104
"ZCTA5 02148",90295,65463,33848,35.4,5928,28898,8686,17983,118
"ZCTA5 02149",77796,48685,25654,36,14170,19454,6676,4337,459
"ZCTA5 02150",70968,39875,20891,34.5,26892,7969,2472,1124,221
"ZCTA5 02151",78882,60592,29976,39.6,24177,28236,2404,3595,64
"ZCTA5 02152",98901,19031,8871,44.7,3464,13702,747,306,345
"ZCTA5 02155",115048,63873,30295,34.5,5341,42897,4976,7541,16
"ZCTA5 02163",67969,1994,1121,26.5,335,1090,200,314,0
"ZCTA5 02169",86335,60938,30664,37.8,3918,34812,5005,14740,95
"ZCTA5 02170",97362,19928,10086,38.2,681,10976,835,7111,4
"ZCTA5 02171",101013,19882,10105,41,841,10687,624,7342,39
"ZCTA5 02176",126305,29477,14355,43.1,1505,23123,793,2791,14
"ZCTA5 02180",112935,22992,10929,42.1,1084,18840,357,1707,8
"ZCTA5 02184",120593,38748,19338,41.4,1110,27084,1296,8036,4
"ZCTA5 02186",170144,28683,13561,40,1073,19993,4584,1714,51
"ZCTA5 02188",100650,15313,7866,46,741,12082,892,953,24
"ZCTA5 02189",87314,15567,7292,42.5,872,11575,1835,668,0
"ZCTA5 02190",95891,18516,8839,41.8,602,15448,292,1704,13
"ZCTA5 02191",106596,7904,3955,52.3,223,6732,122,590,0
"ZCTA5 02199",111786,1221,527,40.4,30,842,56,223,0
"ZCTA5 02203",NA,0,0,NA,0,0,0,0,0
"ZCTA5 02205",NA,0,0,NA,0,0,0,0,0
"ZCTA5 02210",179643,5706,3139,37.4,202,4670,110,494,0
"ZCTA5 02215",64138,24522,10803,21.9,2944,13534,1709,5091,62
"ZCTA5 02301",70837,69225,34013,35.4,9190,18603,28048,1389,65
"ZCTA5 02302",80702,35488,17181,38.1,3692,11799,14155,541,65
"ZCTA5 02322",125000,4730,2260,37.3,125,3194,986,158,19
"ZCTA5 02324",110625,25819,13832,40,803,21909,1268,771,47
"ZCTA5 02325",22500,2712,1118,20.1,88,2108,333,67,0
"ZCTA5 02330",69629,11641,5658,45.7,283,10410,7,181,0
"ZCTA5 02332",148505,16041,7662,47.6,258,15130,118,181,12
"ZCTA5 02333",122693,14382,7090,41.3,530,12939,267,67,0
"ZCTA5 02338",110763,7728,3600,41.4,150,7040,0,12,7
"ZCTA5 02339",163613,14773,7412,41,138,13715,84,228,0
"ZCTA5 02341",117708,10513,5376,43.7,169,9278,57,364,28
"ZCTA5 02343",96741,11282,5591,43.2,784,8220,1121,377,0
"ZCTA5 02346",89290,24268,12216,43,902,21805,224,351,0
"ZCTA5 02347",119712,11625,5686,41.9,153,10881,206,151,7
"ZCTA5 02350",82344,106,56,48.7,0,97,0,0,0
"ZCTA5 02351",120535,17003,8650,40.6,476,14623,145,497,0
"ZCTA5 02356",116875,12201,6033,46,661,10119,433,275,20
"ZCTA5 02357",NA,1319,600,20.2,98,1006,73,67,0
"ZCTA5 02359",140052,18330,8657,43.2,409,17042,49,319,0
"ZCTA5 02360",107067,61412,29971,47.7,1852,54907,693,708,44
"ZCTA5 02364",111490,13702,7059,45.1,276,12944,75,150,5
"ZCTA5 02366",NA,216,216,36.5,74,98,38,0,17
"ZCTA5 02367",108958,2923,1429,46.5,20,2832,36,0,0
"ZCTA5 02368",95207,34747,17068,40.3,4059,9926,14094,4887,0
"ZCTA5 02370",98295,17721,8338,41.6,590,15286,549,162,31
"ZCTA5 02375",117695,11501,5354,43.9,628,9298,616,433,0
"ZCTA5 02379",120414,7648,3604,41.2,220,6964,115,53,0
"ZCTA5 02382",101088,15146,7262,40.3,299,13452,339,149,124
"ZCTA5 02420",221458,16356,7868,45.4,639,9724,354,4816,0
"ZCTA5 02421",200294,17865,8631,47.8,452,10057,242,6006,0
"ZCTA5 02445",132970,22124,10586,35.1,1685,15104,807,3199,120
"ZCTA5 02446",116644,31517,13676,33.3,1938,20860,868,6025,17
"ZCTA5 02451",117932,18379,9467,39.5,2498,11418,1156,2775,89
"ZCTA5 02452",106674,15830,7310,31.8,1418,10142,1693,2074,12
"ZCTA5 02453",111294,30365,15199,34,5988,18338,1750,3512,240
"ZCTA5 02457",NA,1758,759,20,236,838,121,509,5
"ZCTA5 02458",133936,12706,6455,40.6,338,9310,433,1502,0
"ZCTA5 02459",210785,19182,9364,45.5,533,14410,531,2798,0
"ZCTA5 02460",149000,9888,4656,43,228,7589,475,865,37
"ZCTA5 02461",191711,7049,3606,44.7,319,5060,78,1280,146
"ZCTA5 02462",136375,1438,673,50.7,56,1040,28,225,0
"ZCTA5 02464",126346,3440,1681,41.8,60,2092,74,1030,0
"ZCTA5 02465",178333,11823,6020,42,544,8445,266,1636,9
"ZCTA5 02466",144934,8859,4049,35.5,400,6249,250,1649,8
"ZCTA5 02467",171250,21709,10371,29.9,1265,14730,675,3692,7
"ZCTA5 02468",250001,5589,2618,47.1,182,4471,42,692,0
"ZCTA5 02472",117584,35300,16840,38.2,2301,24999,1384,4169,51
"ZCTA5 02474",134169,28167,13477,38.5,1554,20937,705,3762,31
"ZCTA5 02476",138959,17739,8233,44.9,807,13028,587,2343,14
"ZCTA5 02478",164720,26964,12579,42,1246,19069,440,4881,14
"ZCTA5 02481",250001,17100,7303,35.4,738,13019,393,1966,57
"ZCTA5 02482",230625,11004,5281,46.2,615,8128,121,1490,0
"ZCTA5 02492",207844,21192,10015,42.6,544,18106,342,1721,20
"ZCTA5 02493",250001,11759,5976,45.6,441,8692,361,1560,20
"ZCTA5 02494",203690,10765,5162,44.2,477,8281,409,1334,11
"ZCTA5 02532",82782,13092,5815,54.9,333,11413,129,475,45
"ZCTA5 02534",163053,1460,780,51.4,75,1133,17,0,25
"ZCTA5 02535",135750,2269,1159,53.8,126,1856,41,54,140
"ZCTA5 02536",89132,20909,10351,54.5,719,18095,287,456,191
"ZCTA5 02537",126763,6408,3081,50.1,76,5902,226,0,0
"ZCTA5 02538",103198,4494,2183,39.3,187,3795,0,47,173
"ZCTA5 02539",79127,5159,2515,50.2,110,4393,198,23,38
"ZCTA5 02540",85117,8615,3793,61,220,7453,99,220,138
"ZCTA5 02542",49250,766,421,27.4,45,642,30,0,0
"ZCTA5 02543",83629,801,342,68.5,0,766,0,0,0
"ZCTA5 02553",NA,76,0,NA,0,76,0,0,0
"ZCTA5 02554",136887,13861,7609,40.4,2120,9787,1530,257,0
"ZCTA5 02556",129787,2375,1097,49.3,2,2276,36,43,0
"ZCTA5 02557",92022,1924,711,51.5,38,1648,208,0,0
"ZCTA5 02558",72586,1820,946,58.7,63,1285,79,0,0
"ZCTA5 02559",93116,3205,1735,62.1,46,3092,30,46,0
"ZCTA5 02561",88060,481,220,55.8,0,430,0,30,0
"ZCTA5 02562",114770,3485,1602,43.3,28,3235,0,177,0
"ZCTA5 02563",118550,10168,4895,53.7,297,9168,15,270,34
"ZCTA5 02564",NA,180,113,62.5,0,143,32,2,0
"ZCTA5 02568",77078,8547,4231,45,474,6506,198,204,0
"ZCTA5 02571",82591,10530,5065,54.9,126,8672,199,109,0
"ZCTA5 02575",124622,2606,1447,49.3,0,2217,0,24,0
"ZCTA5 02576",59978,4406,1934,48.7,0,3617,105,8,0
"ZCTA5 02584",NA,24,0,NA,0,24,0,0,0
"ZCTA5 02601",63432,17178,8335,39.7,2579,9679,2310,165,30
"ZCTA5 02630",135735,1922,994,51,94,1766,3,8,0
"ZCTA5 02631",96133,10176,5101,56,281,9527,90,31,0
"ZCTA5 02632",114936,11929,5939,48.8,288,10164,211,101,10
"ZCTA5 02633",91974,4667,2327,66.2,58,4239,27,162,16
"ZCTA5 02635",94844,3007,1490,57.4,12,2795,118,39,0
"ZCTA5 02637",207878,323,145,66.2,0,323,0,0,0
"ZCTA5 02638",105639,3146,1487,61.5,16,2934,27,28,51
"ZCTA5 02639",57679,3308,1746,51.1,539,2460,146,15,0
"ZCTA5 02641",NA,319,158,66.8,0,319,0,0,0
"ZCTA5 02642",80167,5724,2588,59.8,10,5102,223,120,10
"ZCTA5 02643",NA,0,0,NA,0,0,0,0,0
"ZCTA5 02644",119779,3838,1699,50.6,51,3716,0,18,16
"ZCTA5 02645",84693,10930,5231,56.4,239,10080,102,14,0
"ZCTA5 02646",70980,1950,937,65.5,10,1862,23,5,0
"ZCTA5 02647",NA,159,61,46.7,0,159,0,0,0
"ZCTA5 02648",130177,7774,3858,50.1,191,7221,149,84,33
"ZCTA5 02649",90465,15144,7058,53.7,179,13189,380,251,343
"ZCTA5 02650",61276,1024,452,62.8,0,972,4,0,0
"ZCTA5 02652",NA,996,553,65,0,996,0,0,0
"ZCTA5 02653",89375,6322,2839,63.2,100,6116,13,59,0
"ZCTA5 02655",95563,3441,1587,56.8,223,2676,276,47,18
"ZCTA5 02657",91447,3630,2275,56.1,419,2894,27,80,29
"ZCTA5 02659",72969,916,429,59.8,43,859,14,0,0
"ZCTA5 02660",85963,6604,3211,58,138,6173,192,9,0
"ZCTA5 02663",NA,462,243,60.4,0,462,0,0,0
"ZCTA5 02664",76448,9282,4670,58,315,7862,139,528,0
"ZCTA5 02666",89333,631,326,65.2,1,630,0,0,0
"ZCTA5 02667",97438,3890,1838,58.5,53,3295,11,36,0
"ZCTA5 02668",108651,2465,1312,40.8,0,2436,0,0,0
"ZCTA5 02670",81250,1340,617,61.9,0,1312,0,0,0
"ZCTA5 02671",97865,750,366,64.3,0,719,0,22,0
"ZCTA5 02672",NA,28,28,NA,0,28,0,0,0
"ZCTA5 02673",69167,9246,4367,45.1,226,6609,1150,152,18
"ZCTA5 02675",104741,7185,3280,59.2,172,6881,11,26,0
"ZCTA5 02702",121060,4416,2138,40.2,138,4193,3,10,30
"ZCTA5 02703",91458,46356,22606,39.7,3578,37730,2079,1580,11
"ZCTA5 02713",73125,32,22,63.5,0,32,0,0,0
"ZCTA5 02715",114899,3620,1628,49.7,64,3347,6,0,0
"ZCTA5 02717",134948,4783,2306,42.4,47,4597,47,84,8
"ZCTA5 02718",98848,7213,3636,40.7,62,5948,506,77,26
"ZCTA5 02719",86676,15899,7377,48.7,287,14867,55,254,22
"ZCTA5 02720",60076,30558,14854,40.9,3083,23424,2115,547,0
"ZCTA5 02721",51958,26807,13218,38.2,3372,18171,1582,1118,61
"ZCTA5 02723",43579,17164,8750,36.1,2224,11727,937,347,10
"ZCTA5 02724",46120,18445,8135,40,2720,12213,1396,478,80
"ZCTA5 02725",129235,2359,1325,48.1,0,2222,34,0,0
"ZCTA5 02726",103508,15907,7469,46.4,337,14887,30,202,0
"ZCTA5 02738",111351,5305,2672,49.9,190,4224,195,112,0
"ZCTA5 02739",110179,6511,3340,57.3,47,6050,0,29,54
"ZCTA5 02740",51599,46623,23392,36.8,10600,25907,3100,926,475
"ZCTA5 02743",88273,10466,4978,46.4,310,9617,30,52,6
"ZCTA5 02744",52290,12465,6025,34,3222,7232,663,89,25
"ZCTA5 02745",70338,25084,12655,42.1,3551,18423,499,257,8
"ZCTA5 02746",39545,16286,8446,30.9,6218,6933,1269,22,139
"ZCTA5 02747",94831,21383,10567,39,985,17835,782,679,8
"ZCTA5 02748",105108,11431,5585,50,182,10372,83,200,0
"ZCTA5 02760",104360,29149,14136,41.7,1070,24704,578,1671,0
"ZCTA5 02762",99720,9814,4956,44.1,902,7891,775,364,0
"ZCTA5 02763",106667,1601,779,37,0,1581,0,20,0
"ZCTA5 02764",119545,4463,2273,38.2,142,4023,0,0,0
"ZCTA5 02766",112284,19177,9525,39.8,851,16543,1033,416,6
"ZCTA5 02767",110573,15432,7079,40.8,447,12738,980,399,0
"ZCTA5 02769",124306,12614,6553,47,336,12092,65,48,0
"ZCTA5 02770",114313,5564,2703,43,24,5418,15,1,0
"ZCTA5 02771",108479,15475,7849,47,553,13773,447,54,0
"ZCTA5 02777",110975,17158,8254,44.9,621,15480,213,220,48
"ZCTA5 02779",140000,6768,3570,42.1,4,6119,228,8,13
"ZCTA5 02780",68948,51915,24829,40.2,4520,37562,3960,1198,132
"ZCTA5 02790",90691,16431,8150,50.5,367,15510,7,88,0
"ZCTA5 02791",99490,371,231,64.4,0,371,0,0,0
"ZCTA5 02802",113056,702,421,58.7,89,613,0,0,0
"ZCTA5 02804",101211,2560,1174,45.8,52,2389,15,0,0
"ZCTA5 02806",145028,17121,8033,42.9,775,15031,45,737,17
"ZCTA5 02807",66652,962,479,53.5,0,920,8,0,0
"ZCTA5 02808",78214,2328,1204,41.4,0,2328,0,0,0
"ZCTA5 02809",91382,22420,11040,40.6,584,20316,297,442,11
"ZCTA5 02812",107188,1038,633,52.6,0,1009,0,0,0
"ZCTA5 02813",103182,7998,4037,53.1,198,7485,36,69,48
"ZCTA5 02814",103605,7444,3726,48.4,58,7204,0,38,5
"ZCTA5 02815",201500,134,87,53.4,13,111,0,0,0
"ZCTA5 02816",94026,33148,16017,44.1,1435,30175,61,487,21
"ZCTA5 02817",119137,6535,3224,43.6,280,5703,47,105,6
"ZCTA5 02818",120219,19876,9391,46,771,16979,154,1357,115
"ZCTA5 02822",103289,6241,3183,38.8,325,5462,157,44,11
"ZCTA5 02823",NA,17,8,NA,0,17,0,0,0
"ZCTA5 02824",NA,291,134,38.7,0,291,0,0,0
"ZCTA5 02825",107653,5872,3039,44.8,13,5150,14,9,0
"ZCTA5 02826",73491,396,259,63.5,0,367,0,0,0
"ZCTA5 02827",96401,2286,1214,45.3,2,2182,17,5,0
"ZCTA5 02828",92340,7263,3431,51.6,391,6631,50,125,14
"ZCTA5 02829",NA,82,43,17.9,0,82,0,0,0
"ZCTA5 02830",118790,6766,3045,45,102,6347,1,220,0
"ZCTA5 02831",129122,3840,2042,38.9,60,3734,0,38,0
"ZCTA5 02832",102643,4887,2534,39.6,187,4423,11,94,0
"ZCTA5 02833",NA,670,285,43.2,29,621,0,0,0
"ZCTA5 02835",131875,5554,2835,58.3,41,5271,3,0,15
"ZCTA5 02836",25658,87,76,55.8,0,87,0,0,0
"ZCTA5 02837",136389,3622,1789,59.3,66,3537,21,19,0
"ZCTA5 02838",72278,3468,1606,36.9,16,2774,8,91,1
"ZCTA5 02839",95154,1598,832,39.8,84,1494,0,20,0
"ZCTA5 02840",81307,23847,11246,39.8,2299,18122,1753,327,247
"ZCTA5 02841",NA,1240,931,23.8,114,881,140,94,3
"ZCTA5 02842",97555,17009,8560,44.3,1144,12977,1073,428,17
"ZCTA5 02852",103764,23382,11248,45.4,842,20371,141,815,28
"ZCTA5 02857",106250,8031,4031,49.1,228,7501,17,117,0
"ZCTA5 02858",89960,286,149,34.7,0,286,0,0,0
"ZCTA5 02859",114726,7295,4195,38.1,823,6280,9,85,1
"ZCTA5 02860",54462,47677,24505,36.5,13980,17934,9551,513,312
"ZCTA5 02861",78977,27527,13666,38.1,5432,16526,3035,410,137
"ZCTA5 02863",43092,22359,11847,31.5,15447,4226,1793,44,136
"ZCTA5 02864",109746,36142,16977,45,2660,30249,910,1202,7
"ZCTA5 02865",110639,18306,8760,44,1077,15231,245,1095,0
"ZCTA5 02871",107360,17748,8999,48.4,765,16043,200,173,0
"ZCTA5 02872",NA,98,42,70.5,0,76,6,0,0
"ZCTA5 02873",42266,97,11,60,0,97,0,0,0
"ZCTA5 02874",136473,6376,3063,44,274,5861,56,111,0
"ZCTA5 02875",87076,176,111,35.3,0,176,0,0,0
"ZCTA5 02876",NA,659,255,59.2,50,609,0,0,0
"ZCTA5 02878",92444,16324,7938,48.3,673,15008,200,127,6
"ZCTA5 02879",112409,22369,10851,49,639,20361,338,336,256
"ZCTA5 02881",62829,7177,3170,19.8,536,5226,420,651,64
"ZCTA5 02882",90507,13238,6118,43.7,419,12446,65,52,13
"ZCTA5 02885",81575,11117,5498,50.8,369,10175,173,50,0
"ZCTA5 02886",81788,30540,14582,41.7,1934,25558,742,1372,109
"ZCTA5 02888",81505,18443,9011,45.2,1261,15306,1137,192,74
"ZCTA5 02889",81226,28209,13794,45.3,1922,24406,564,614,100
"ZCTA5 02891",89243,22026,11145,52,897,19827,201,533,43
"ZCTA5 02892",130875,5920,2761,40.9,83,5625,5,44,5
"ZCTA5 02893",71851,30909,15892,41.2,3107,24952,718,1049,47
"ZCTA5 02894",79130,609,310,48.4,0,609,0,0,0
"ZCTA5 02895",54483,43163,21134,35.4,10470,24377,3346,2711,544
"ZCTA5 02896",100669,11449,5979,47,268,10792,46,120,0
"ZCTA5 02898",111167,1857,1019,45.7,154,1611,4,0,0
"ZCTA5 02903",57850,12039,5032,35.3,1996,7244,1095,1529,31
"ZCTA5 02904",61853,31214,14227,39,7597,16883,3203,1419,5
"ZCTA5 02905",53668,25674,11962,34.6,11268,9026,4368,883,121
"ZCTA5 02906",98563,26437,12811,34.9,2088,18985,1133,2848,10
"ZCTA5 02907",46010,32697,16616,32.4,22179,3733,4574,1869,484
"ZCTA5 02908",68268,39099,19480,34.9,15597,13926,7494,1781,276
"ZCTA5 02909",58085,42629,20391,30.8,23272,9650,7884,1594,244
"ZCTA5 02910",86709,23598,11868,36.5,6045,13896,906,1727,217
"ZCTA5 02911",78115,15866,7442,38.1,2429,11063,1591,641,4
"ZCTA5 02912",NA,4809,2425,19.8,447,2802,493,890,10
"ZCTA5 02914",60343,21742,10714,41.5,2696,14984,1929,761,66
"ZCTA5 02915",82546,16415,8224,46.8,937,13339,577,249,13
"ZCTA5 02916",92602,8855,4431,41.7,215,8029,244,37,9
"ZCTA5 02917",94531,14868,7282,37.5,762,13153,271,498,20
"ZCTA5 02918",NA,2960,1652,20,330,2197,195,150,0
"ZCTA5 02919",83408,29453,13987,43.6,4409,22840,1140,328,2
"ZCTA5 02920",70076,36907,18961,41.2,7257,23716,2496,2310,109
"ZCTA5 02921",123066,12205,6105,42.7,234,10264,189,1202,38
"ZCTA5 03031",152796,11814,5752,46.2,405,11099,0,178,0
"ZCTA5 03032",138750,5949,3492,45.8,280,5531,58,0,0
"ZCTA5 03033",163628,5659,2811,37.6,58,5351,40,34,0
"ZCTA5 03034",117500,4202,2177,47,27,4068,45,0,0
"ZCTA5 03036",135326,5237,2711,46.2,108,5061,9,58,1
"ZCTA5 03037",118606,4700,2251,42.3,110,4403,28,30,0
"ZCTA5 03038",94655,34506,16642,39.3,1989,30988,312,592,27
"ZCTA5 03042",96558,7180,3855,46.1,169,6658,27,41,0
"ZCTA5 03043",104500,1444,693,50.9,20,1388,6,3,0
"ZCTA5 03044",121583,4738,2350,43.3,66,4468,0,43,0
"ZCTA5 03045",109452,14165,6653,45,180,13160,21,119,18
"ZCTA5 03046",138036,3000,1506,43.8,58,2886,10,20,0
"ZCTA5 03047",99583,1784,872,48.9,12,1678,13,2,0
"ZCTA5 03048",86914,3489,1864,45.3,318,2927,175,16,7
"ZCTA5 03049",155339,8429,4174,48.3,195,7236,303,124,20
"ZCTA5 03051",125216,25385,13141,45.6,632,22884,438,846,0
"ZCTA5 03052",134000,8484,4250,41.8,76,8150,0,25,24
"ZCTA5 03053",129571,25780,13073,42,916,23889,250,310,0
"ZCTA5 03054",120730,27139,13806,41.7,1323,23422,337,1238,0
"ZCTA5 03055",84912,16151,8093,37.8,505,14192,32,246,7
"ZCTA5 03057",156389,2607,1372,43.8,47,2484,14,0,3
"ZCTA5 03060",69452,31469,16133,35.6,6632,21393,1198,1200,37
"ZCTA5 03062",101433,28866,14801,42.9,1211,21740,852,4244,98
"ZCTA5 03063",103466,15941,8156,39.4,1945,11941,328,1082,31
"ZCTA5 03064",83780,14667,7545,43.4,2160,11280,267,420,14
"ZCTA5 03070",137813,6099,2972,40.7,42,5894,0,0,0
"ZCTA5 03071",91824,5244,2679,37.6,109,4737,0,138,0
"ZCTA5 03076",121875,14221,6942,42.5,599,12837,189,238,8
"ZCTA5 03077",91520,10773,5190,42.6,353,9605,313,103,0
"ZCTA5 03079",101856,30350,15434,44.2,2791,25218,378,1187,99
"ZCTA5 03082",114107,1606,894,48.9,27,1429,0,0,0
"ZCTA5 03084",93194,1372,665,46.4,22,1310,1,0,1
"ZCTA5 03086",89113,4116,2047,46.5,112,3796,0,58,0
"ZCTA5 03087",171563,15764,8216,42.1,439,13419,101,896,0
"ZCTA5 03101",74146,3228,1725,36.5,220,2240,431,319,6
"ZCTA5 03102",66064,33759,16758,35.5,2673,25649,2526,1307,100
"ZCTA5 03103",68344,37093,18329,36.2,7782,23711,1746,2761,40
"ZCTA5 03104",80018,34962,17656,36.9,3470,27163,1663,1015,163
"ZCTA5 03106",100711,14654,7075,39.2,381,12999,272,465,62
"ZCTA5 03109",94818,10374,4998,43.8,93,9067,72,531,1
"ZCTA5 03110",151850,23385,11097,44,820,19856,155,1498,0
"ZCTA5 03215",89276,248,114,59.4,3,230,0,6,0
"ZCTA5 03216",85909,2041,996,45.1,20,1931,66,7,0
"ZCTA5 03217",53367,2239,1116,32.3,37,1835,11,30,0
"ZCTA5 03218",88188,1535,633,42.7,83,1412,0,0,0
"ZCTA5 03220",72642,7454,3517,47.2,243,7009,111,80,0
